Id,Sales
389,7381
390,6176
391,7384
392,6158
393,8107
394,7686
395,9423
396,5407
397,6213
398,8345
399,5906
400,4597
401,5312
402,12306
403,10814
404,11533
405,12327
406,8587
407,9846
408,4635
409,11827
410,11401
411,9586
412,7174
413,6996
414,5878
415,3914
416,16388
417,10015
418,6557
419,8273
420,4034
421,11897
422,8735
423,5314
424,4294
425,6066
426,5245
427,7501
428,8046
429,5438
430,7576
431,4245
432,3736
433,6966
434,9890
435,4288
436,6061
437,6115
438,4820
439,4963
440,6664
441,4221
442,13008
443,6760
444,6066
445,10503
446,5749
447,4747
448,16872
449,8115
450,8790
451,4560
452,5949
453,5796
454,4558
455,16950
456,15305
457,6014
458,5379
459,6076
460,5729
461,4549
462,8554
463,4888
464,7850
465,7560
466,6006
467,6064
468,6582
469,9358
470,8161
471,4581
472,8637
473,8832
474,9876
475,7120
476,8630
477,6366
478,12820
479,5464
480,4279
481,5977
482,6473
483,5903
484,7721
485,4961
486,8351
487,4953
488,7182
489,10394
490,8312
491,11430
492,9056
493,4680
494,14727
495,4901
496,3688
497,6515
498,13365
499,12064
500,6876
501,5577
502,9102
503,7056
504,5733
505,9338
506,3886
507,5030
508,5542
509,5115
510,7185
511,7784
512,7033
513,6272
514,7764
515,8844
516,9091
517,7639
518,8737
519,8789
520,8668
521,6878
522,4691
523,7858
524,9468
525,7118
526,5201
527,4225
528,13154
529,5633
530,10143
531,7220
532,4964
533,8698
534,5610
535,6895
536,11782
537,5828
538,8954
539,11989
540,7872
541,5209
542,8401
543,6699
544,4981
545,7194
546,8789
547,7648
548,8370
549,6997
550,7939
551,7482
552,5613
553,8178
554,5562
555,7457
556,8408
557,6452
558,7326
559,7097
560,9320
561,5426
562,6016
563,4975
564,5772
565,11114
566,8148
567,12339
568,10715
569,5119
570,6794
571,5432
572,9034
573,13089
574,8703
575,8596
576,8380
577,10366
578,7570
579,5935
580,4095
581,8032
582,4347
583,5298
584,7771
585,18631
586,6755
587,4525
588,6855
589,5284
590,6398
591,3922
592,8918
593,10154
594,5603
595,14812
596,19990
597,5059
598,8720
599,4046
600,5169
601,4559
602,11798
603,5030
604,4991
605,7323
606,5008
607,6224
608,8522
609,4283
610,9163
611,8906
612,6807
613,5197
614,4371
615,7364
616,7775
617,10191
618,4582
619,5837
620,7030
621,5622
622,8361
623,7686
624,8624
625,11119
626,9798
627,5773
628,4339
629,5798
630,8582
631,4438
632,5623
633,5320
634,15885
635,8274
636,5375
637,6200
638,7295
639,8261
640,5921
641,13022
642,7605
643,5074
644,5279
645,4848
646,5548
647,22184
648,4612
649,6066
650,8627
651,6440
652,6619
653,9057
654,6163
655,8507
656,4959
657,10280
658,5387
659,6991
660,9745
661,7069
662,11072
663,6368
664,3796
665,7052
666,11513
667,4109
668,7973
669,8450
670,7797
671,12302
672,8539
673,7252
674,5469
675,4364
676,5722
677,6185
678,7585
679,4276
680,5911
681,4790
682,8756
683,5121
684,6134
685,6994
686,9629
687,8766
688,7172
689,7895
690,8079
691,12159
692,6788
693,3991
694,8691
695,6494
696,6208
697,17328
698,8586
699,5783
700,11384
701,5891
702,5060
703,15732
704,9907
705,5892
706,8744
707,7930
708,10836
709,6156
710,5922
711,7823
712,8880
713,7558
714,4543
715,7385
716,8611
717,5929
718,8233
719,5259
720,5898
721,6928
722,7287
723,5977
724,5312
725,6705
726,8410
727,10493
728,5852
729,7128
730,7833
731,6933
732,7022
733,4218
734,4033
735,7910
736,8717
737,6821
738,8218
739,9069
740,5828
741,5558
742,4115
743,7802
744,6501
745,6235
746,9673
747,7770
748,4753
749,6865
750,4174
751,4196
752,6593
753,14549
754,7122
755,6320
756,5188
757,6229
758,8553
759,6718
760,9719
761,4461
762,4533
763,7051
764,6029
765,4770
766,5350
767,5735
768,4688
769,9350
770,6662
771,7903
772,5431
773,7351
774,5402
775,6743
776,11207
777,6872
778,8964
779,4399
780,9608
781,6340
782,5798
783,11675
784,8958
785,7173
786,5906
787,6370
788,9245
789,16859
790,5225
791,4978
792,5564
793,5925
794,8336
795,7442
796,8544
797,8105
798,4250
799,6224
800,13183
801,5302
802,7842
803,5928
804,8408
805,6989
806,6431
807,7177
808,5742
809,6541
810,6295
811,6696
812,8955
813,6572
814,9773
815,5830
816,4329
817,9524
818,6403
819,9542
820,8289
821,5386
822,7429
823,5396
824,6485
825,7290
826,3869
827,4770
828,7805
829,9298
830,15010
831,6109
832,6108
833,5999
834,6772
835,4996
836,11847
837,9243
838,17269
839,7386
840,5863
841,7692
842,13571
843,5055
844,11050
845,9153
846,6618
847,8213
848,4954
849,4710
850,7505
851,6967
852,4989
853,9286
854,6051
855,21086
856,8410
857,5502
858,6047
859,10112
860,5604
861,7725
862,6238
863,6095
864,7170
865,8105
866,5228
867,6826
868,7122
869,6287
870,10225
871,6994
872,7342
873,5093
874,10087
875,10071
876,8931
877,8679
878,4278
879,6227
880,7357
881,8354
882,11588
883,14443
884,6307
885,5058
886,4832
887,8503
888,9964
889,6377
890,6047
891,8234
892,6282
893,3956
894,8690
895,4938
896,10488
897,8991
898,4789
899,9852
900,9483
901,5471
902,6122
903,8451
904,13806
905,6891
906,8664
907,7896
908,10129
909,7512
910,9069
911,5431
912,4420
913,5423
914,6452
915,10734
916,9401
917,5796
918,9038
919,11243
920,8655
921,4586
922,14422
923,4565
924,8160
925,7961
926,5167
927,6550
928,5837
929,7722
930,5988
931,7938
932,12125
933,7792
934,6372
935,4658
936,7728
937,17564
938,5718
939,4877
940,7694
941,6483
942,8233
943,12832
944,4497
945,9189
946,5306
947,7857
948,14216
949,4547
950,5529
951,6785
952,9531
953,10742
954,5432
955,4675
956,10509
957,6652
958,8086
959,8597
960,8843
961,7420
962,5617
963,4822
964,5971
965,9808
966,10050
967,8976
968,8777
969,7983
970,9926
971,5521
972,6348
973,10395
974,9220
975,9917
976,8407
977,9327
978,6385
979,7060
980,9496
981,7090
982,6714
983,5247
984,7460
985,5644
986,4700
987,7844
988,9722
989,8776
990,5667
991,5199
992,6959
993,6927
994,6491
995,6551
996,7141
997,6498
998,6717
999,5874
1000,5745
1001,7944
1002,10431
1003,10144
1004,18664
1005,5387
1006,5870
1007,11693
1008,6583
1009,8941
1010,6626
1011,6628
1012,7461
1013,7809
1014,6934
1015,12494
1016,9427
1017,3604
1018,4345
1019,10120
1020,10766
1021,9130
1022,6940
1023,4922
1024,7040
1025,4265
1026,5196
1027,6552
1028,8571
1029,6982
1030,5781
1031,8661
1032,9421
1033,6820
1034,8190
1035,11418
1036,11484
1037,6103
1038,6347
1039,5473
1040,6605
1041,5224
1042,7235
1043,5928
1044,10487
1045,6800
1046,9287
1047,7982
1048,5574
1049,10397
1050,19357
1051,12277
1052,5826
1053,3849
1054,6507
1055,7564
1056,8155
1057,8625
1058,12144
1059,7289
1060,5018
1061,11689
1062,4724
1063,7356
1064,6767
1065,7483
1066,8661
1067,9890
1068,8243
1069,6493
1070,14583
1071,7067
1072,6362
1073,10947
1074,8164
1075,6041
1076,12471
1077,8343
1078,6357
1079,6529
1080,6187
1081,6503
1082,7539
1083,6871
1084,12210
1085,15346
1086,8296
1087,5165
1088,5044
1089,5651
1090,6437
1091,6984
1092,6857
1093,8265
1094,6885
1095,13633
1096,7258
1097,6247
1098,5362
1099,4558
1100,11801
1101,8969
1102,6786
1103,17331
1104,7822
1105,5783
1106,6151
1107,4678
1108,6839
1109,4545
1110,4723
1111,10002
1112,5549
1113,15353
1114,15017
1115,6860
1116,7372
1117,4731
1118,6115
1119,5758
1120,16112
1121,7516
1122,9645
1123,7062
1124,7366
1125,6118
1126,12465
1127,8264
1128,6860
1129,6640
1130,8538
1131,9523
1132,8686
1133,6736
1134,11285
1135,7108
1136,10591
1137,4572
1138,8189
1139,5431
1140,12766
1141,7522
1142,8492
1143,7361
1144,9851
1145,5263
1146,7611
1147,6409
1148,4559
1149,15577
1150,18028
1151,10741
1152,7463
1153,10114
1154,10712
1155,10541
1156,5545
1157,6770
1158,6429
1159,10651
1160,4454
1161,5712
1162,5864
1163,8268
1164,7206
1165,4813
1166,5243
1167,7968
1168,7162
1169,5540
1170,6683
1171,6488
1172,11586
1173,15125
1174,8995
1175,8290
1176,6030
1177,12503
1178,6033
1179,5647
1180,8219
1181,11668
1182,4532
1183,6848
1184,4217
1185,4928
1186,9370
1187,9820
1188,8216
1189,13126
1190,10761
1191,12873
1192,7832
1193,14087
1194,3872
1195,4926
1196,6581
1197,5319
1198,10063
1199,5216
1200,5055
1201,8211
1202,11265
1203,11768
1204,6601
1205,4844
1206,15503
1207,7864
1208,5448
1209,8313
1210,8958
1211,8428
1212,5527
1213,5384
1214,9583
1215,6622
1216,14531
1217,6679
1218,13717
1219,10354
1220,4903
1221,4152
1222,6393
1223,9263
1224,6501
1225,8810
1226,8631
1227,4946
1228,8034
1229,4147
1230,11672
1231,7765
1232,8439
1233,8933
1234,6142
1235,9616
1236,9686
1237,5896
1238,9882
1239,7123
1240,11161
1241,6205
1242,4631
1243,7186
1244,9182
1245,7623
1246,6412
1247,7637
1248,6346
1249,8173
1250,7974
1251,9652
1252,5591
1253,6459
1254,8603
1255,6049
1256,4741
1257,5446
1258,12638
1259,11078
1260,11849
1261,12696
1262,8834
1263,10030
1264,4765
1265,12123
1266,11779
1267,9864
1268,7422
1269,7237
1270,6083
1271,4058
1272,16715
1273,10299
1274,6756
1275,8558
1276,4196
1277,12265
1278,9019
1279,5474
1280,4434
1281,6248
1282,5413
1283,7787
1284,8189
1285,5575
1286,7850
1287,4377
1288,3838
1289,7197
1290,9875
1291,4421
1292,6202
1293,6310
1294,4982
1295,5138
1296,6844
1297,4371
1298,13336
1299,6966
1300,6347
1301,10859
1302,6023
1303,4878
1304,17162
1305,8331
1306,9049
1307,4741
1308,6175
1309,5976
1310,4703
1311,17381
1312,15602
1313,6197
1314,5593
1315,6241
1316,5934
1317,4710
1318,8831
1319,5014
1320,8113
1321,7776
1322,6179
1323,6279
1324,6810
1325,9649
1326,8424
1327,4738
1328,8904
1329,9098
1330,10228
1331,7360
1332,8885
1333,6683
1334,13137
1335,5599
1336,4429
1337,6171
1338,6703
1339,6101
1340,7945
1341,5165
1342,8625
1343,5102
1344,7349
1345,10683
1346,8576
1347,11733
1348,9330
1349,4854
1350,15094
1351,5078
1352,3775
1353,6730
1354,13686
1355,12463
1356,7143
1357,5754
1358,9375
1359,7253
1360,5907
1361,9614
1362,3998
1363,5205
1364,5731
1365,5301
1366,7537
1367,8007
1368,7294
1369,6448
1370,8054
1371,9109
1372,9364
1373,7893
1374,9078
1375,9088
1376,8965
1377,7107
1378,4874
1379,7908
1380,9750
1381,7329
1382,5335
1383,4330
1384,13466
1385,5839
1386,10412
1387,7489
1388,5103
1389,8947
1390,5812
1391,7160
1392,12081
1393,6061
1394,9241
1395,12323
1396,8129
1397,5418
1398,8687
1399,6961
1400,4574
1401,7448
1402,9058
1403,7912
1404,8640
1405,7225
1406,8232
1407,7711
1408,5784
1409,8437
1410,5734
1411,7727
1412,8672
1413,6635
1414,7510
1415,7354
1416,9611
1417,5598
1418,6191
1419,5159
1420,5927
1421,11462
1422,8415
1423,12530
1424,10747
1425,5299
1426,7060
1427,5635
1428,9286
1429,13376
1430,8966
1431,8896
1432,8622
1433,10654
1434,7828
1435,6093
1436,4261
1437,8305
1438,4479
1439,5499
1440,8017
1441,19014
1442,6994
1443,4696
1444,7098
1445,5448
1446,6588
1447,4074
1448,9230
1449,10439
1450,5806
1451,15211
1452,20035
1453,5241
1454,9027
1455,4158
1456,5361
1457,4705
1458,12086
1459,5185
1460,5140
1461,7623
1462,5144
1463,6425
1464,8780
1465,4428
1466,9436
1467,9195
1468,7038
1469,5358
1470,4490
1471,7617
1472,8036
1473,10474
1474,4687
1475,6026
1476,7226
1477,5818
1478,8621
1479,7993
1480,8923
1481,11461
1482,10117
1483,5915
1484,4467
1485,5994
1486,8851
1487,4582
1488,5808
1489,5482
1490,16153
1491,8515
1492,5560
1493,6404
1494,7551
1495,8531
1496,6095
1497,13408
1498,7853
1499,5209
1500,5435
1501,5052
1502,5790
1503,22340
1504,4788
1505,6214
1506,8911
1507,6623
1508,6857
1509,9330
1510,6342
1511,8771
1512,5155
1513,10629
1514,5586
1515,7187
1516,10019
1517,7342
1518,11369
1519,6531
1520,3899
1521,7291
1522,11740
1523,4268
1524,8123
1525,8741
1526,8034
1527,12701
1528,8771
1529,7469
1530,5634
1531,4497
1532,5901
1533,5428
1534,7853
1535,4436
1536,6069
1537,4964
1538,9039
1539,5238
1540,6345
1541,7245
1542,9895
1543,9043
1544,7387
1545,8174
1546,8355
1547,12547
1548,6981
1549,4055
1550,8972
1551,6709
1552,6446
1553,17649
1554,8853
1555,5968
1556,11782
1557,6052
1558,5274
1559,15945
1560,10204
1561,6005
1562,8998
1563,8191
1564,11139
1565,6346
1566,6130
1567,8198
1568,9155
1569,7750
1570,4706
1571,7609
1572,8862
1573,6126
1574,8496
1575,5421
1576,6049
1577,7152
1578,7541
1579,6167
1580,5496
1581,6899
1582,8684
1583,10868
1584,5989
1585,7406
1586,8087
1587,7118
1588,7231
1589,4358
1590,4173
1591,8121
1592,8817
1593,7090
1594,8464
1595,9341
1596,6005
1597,5712
1598,4293
1599,8059
1600,6682
1601,6421
1602,9973
1603,8050
1604,4893
1605,7089
1606,4319
1607,4395
1608,6806
1609,14815
1610,7347
1611,6539
1612,5412
1613,6415
1614,8822
1615,6914
1616,10009
1617,4583
1618,4647
1619,7378
1620,6159
1621,4941
1622,5560
1623,5935
1624,4844
1625,9633
1626,6896
1627,8189
1628,5583
1629,7540
1630,5563
1631,7040
1632,11459
1633,7091
1634,9234
1635,4566
1636,9929
1637,6524
1638,5990
1639,11982
1640,9209
1641,7390
1642,6026
1643,6564
1644,9542
1645,17159
1646,5398
1647,5122
1648,5683
1649,6104
1650,8601
1651,7647
1652,8824
1653,8372
1654,4392
1655,6426
1656,13305
1657,5476
1658,8084
1659,6173
1660,8698
1661,7239
1662,6656
1663,7456
1664,5942
1665,6735
1666,6433
1667,6927
1668,9207
1669,6786
1670,10063
1671,5997
1672,4470
1673,9817
1674,6699
1675,9809
1676,8575
1677,5543
1678,7665
1679,5572
1680,6709
1681,7529
1682,3961
1683,4941
1684,8086
1685,9638
1686,15321
1687,6291
1688,6307
1689,6238
1690,6983
1691,5170
1692,12181
1693,9524
1694,17612
1695,7622
1696,6034
1697,8011
1698,13755
1699,5236
1700,11371
1701,9432
1702,6817
1703,8477
1704,5085
1705,4878
1706,7751
1707,7281
1708,5181
1709,9583
1710,6234
1711,21284
1712,8680
1713,5843
1714,6655
1715,11302
1716,6228
1717,8442
1718,6762
1719,6675
1720,7824
1721,9656
1722,5742
1723,7415
1724,7811
1725,6934
1726,12144
1727,7454
1728,8614
1729,5490
1730,11227
1731,11091
1732,9944
1733,9440
1734,4623
1735,6677
1736,8831
1737,8965
1738,12847
1739,16775
1740,6734
1741,5649
1742,5188
1743,9739
1744,11084
1745,7011
1746,6386
1747,9585
1748,6867
1749,4290
1750,9269
1751,5224
1752,11946
1753,10395
1754,5314
1755,10524
1756,10589
1757,5886
1758,6825
1759,9079
1760,15066
1761,7348
1762,9557
1763,8545
1764,11066
1765,8174
1766,10091
1767,6315
1768,4869
1769,5930
1770,6909
1771,12198
1772,10110
1773,6353
1774,9615
1775,12725
1776,9732
1777,4966
1778,16064
1779,4983
1780,9574
1781,8758
1782,5582
1783,7085
1784,6523
1785,8461
1786,6385
1787,9129
1788,13969
1789,8430
1790,7034
1791,5123
1792,8259
1793,20438
1794,6180
1795,5371
1796,8239
1797,7004
1798,9287
1799,14504
1800,4970
1801,9977
1802,5734
1803,8460
1804,16100
1805,5014
1806,6035
1807,7487
1808,10297
1809,12600
1810,5820
1811,4997
1812,12056
1813,7061
1814,9337
1815,10110
1816,10388
1817,8000
1818,6077
1819,5247
1820,6421
1821,11605
1822,12083
1823,9795
1824,9434
1825,9411
1826,10879
1827,6109
1828,7095
1829,11385
1830,10083
1831,11019
1832,8916
1833,10497
1834,6846
1835,7628
1836,10336
1837,8160
1838,7846
1839,5646
1840,8345
1841,6082
1842,5103
1843,8652
1844,11129
1845,10083
1846,6062
1847,5794
1848,7601
1849,7426
1850,7554
1851,7021
1852,8411
1853,7091
1854,7672
1855,6445
1856,6151
1857,8593
1858,12170
1859,11516
1860,21394
1861,5842
1862,6248
1863,12698
1864,7141
1865,9634
1866,7216
1867,7060
1868,7937
1869,9090
1870,7728
1871,14003
1872,10862
1873,3807
1874,4696
1875,11052
1876,11633
1877,10817
1878,7532
1879,5269
1880,8406
1881,4683
1882,5694
1883,7065
1884,9179
1885,7576
1886,6343
1887,9366
1888,10175
1889,7334
1890,9300
1891,12475
1892,12676
1893,6734
1894,6978
1895,5875
1896,7094
1897,5691
1898,8238
1899,6420
1900,11332
1901,7376
1902,10112
1903,8681
1904,5981
1905,11326
1906,21241
1907,13607
1908,6445
1909,4034
1910,6938
1911,8334
1912,9526
1913,8791
1914,12394
1915,8083
1916,5573
1917,12485
1918,5149
1919,8207
1920,7571
1921,8197
1922,8927
1923,11306
1924,9645
1925,7152
1926,16450
1927,7607
1928,6800
1929,12609
1930,9417
1931,6352
1932,14107
1933,9698
1934,6774
1935,7288
1936,6838
1937,6971
1938,8324
1939,7601
1940,14209
1941,16391
1942,8918
1943,5623
1944,5335
1945,6181
1946,7082
1947,7462
1948,8098
1949,9064
1950,7535
1951,15250
1952,7864
1953,6746
1954,5919
1955,5065
1956,12975
1957,10258
1958,7443
1959,19298
1960,8317
1961,6435
1962,6529
1963,5172
1964,7605
1965,4813
1966,5143
1967,10914
1968,5925
1969,18314
1970,16669
1971,7299
1972,8020
1973,5122
1974,6691
1975,6235
1976,18778
1977,8219
1978,10631
1979,8247
1980,8092
1981,6506
1982,14330
1983,8899
1984,7434
1985,7129
1986,8715
1987,10325
1988,9600
1989,7158
1990,12389
1991,7532
1992,11557
1993,4981
1994,9691
1995,5838
1996,13977
1997,7977
1998,9214
1999,7934
2000,10769
2001,5578
2002,8384
2003,6963
2004,4912
2005,17260
2006,19744
2007,12411
2008,8114
2009,11252
2010,11825
2011,11831
2012,6215
2013,7536
2014,6908
2015,11470
2016,4830
2017,6311
2018,6289
2019,9548
2020,7994
2021,5328
2022,5746
2023,8486
2024,8245
2025,5974
2026,7182
2027,7106
2028,12480
2029,17026
2030,10635
2031,8810
2032,6389
2033,13708
2034,6650
2035,6293
2036,9436
2037,12410
2038,4848
2039,7393
2040,4627
2041,5339
2042,10577
2043,11274
2044,9419
2045,15213
2046,11781
2047,14527
2048,8860
2049,16211
2050,4203
2051,5417
2052,7059
2053,5657
2054,10813
2055,5815
2056,5390
2057,9177
2058,12411
2059,12565
2060,7056
2061,5370
2062,18010
2063,8343
2064,5950
2065,9503
2066,9474
2067,9461
2068,5884
2069,5941
2070,10315
2071,7428
2072,16009
2073,7088
2074,15045
2075,12030
2076,5268
2077,4520
2078,6887
2079,10645
2080,7011
2081,9389
2082,9796
2083,5461
2084,8653
2085,4396
2086,13291
2087,8308
2088,9482
2089,9674
2090,6632
2091,10546
2092,10923
2093,6374
2094,11199
2095,8479
2096,12235
2097,6651
2098,5056
2099,7991
2100,9941
2101,8418
2102,7063
2103,8519
2104,6804
2105,8325
2106,9303
2107,10379
2108,6162
2109,7230
2110,9532
2111,6453
2112,5140
2113,5785
2114,14055
2115,12431
2116,12915
2117,14081
2118,9592
2119,11710
2120,5122
2121,13112
2122,13116
2123,11150
2124,8284
2125,8054
2126,6589
2127,4458
2128,19197
2129,11913
2130,7345
2131,9966
2132,4597
2133,13713
2134,10482
2135,5828
2136,4825
2137,6655
2138,5885
2139,8765
2140,8582
2141,5958
2142,9083
2143,4749
2144,4114
2145,7948
2146,10096
2147,4804
2148,6618
2149,6897
2150,5447
2151,5657
2152,7255
2153,4802
2154,15067
2155,7591
2156,7414
2157,11842
2158,7066
2159,5234
2160,18817
2161,8982
2162,9855
2163,5296
2164,6789
2165,6374
2166,5106
2167,19141
2168,18127
2169,6725
2170,6190
2171,6612
2172,6468
2173,5191
2174,9849
2175,5330
2176,9295
2177,8406
2178,6564
2179,6800
2180,7385
2181,11269
2182,9045
2183,5194
2184,10123
2185,10092
2186,11175
2187,8157
2188,9490
2189,7900
2190,14953
2191,5989
2192,4853
2193,6787
2194,7475
2195,6711
2196,8466
2197,5697
2198,9938
2199,5513
2200,7855
2201,12111
2202,9759
2203,13944
2204,10630
2205,5376
2206,16451
2207,5606
2208,4025
2209,7393
2210,15604
2211,13592
2212,8264
2213,6254
2214,10643
2215,7837
2216,6423
2217,10490
2218,4243
2219,5727
2220,6308
2221,5752
2222,8971
2223,8524
2224,7957
2225,6848
2226,8995
2227,9716
2228,10224
2229,8991
2230,10874
2231,10656
2232,9743
2233,7860
2234,5439
2235,8044
2236,11270
2237,7967
2238,5701
2239,4593
2240,15447
2241,6506
2242,11269
2243,8237
2244,5501
2245,9717
2246,6451
2247,7875
2248,13912
2249,6849
2250,10223
2251,13448
2252,8735
2253,6009
2254,10108
2255,8041
2256,6440
2257,8342
2258,10265
2259,8868
2260,9894
2261,8043
2262,9636
2263,8406
2264,6171
2265,9535
2266,6232
2267,8431
2268,9844
2269,7153
2270,8045
2271,8013
2272,10313
2273,6095
2274,6683
2275,5618
2276,6278
2277,12776
2278,9313
2279,14472
2280,10983
2281,5841
2282,8172
2283,6281
2284,10078
2285,15682
2286,9590
2287,9682
2288,9367
2289,12234
2290,8431
2291,6548
2292,4754
2293,9599
2294,4856
2295,6119
2296,8799
2297,20734
2298,7611
2299,5154
2300,7933
2301,5810
2302,7129
2303,4510
2304,10187
2305,12004
2306,6454
2307,16831
2308,23816
2309,5794
2310,10622
2311,4462
2312,5838
2313,5107
2314,14129
2315,5637
2316,5469
2317,8942
2318,5486
2319,7042
2320,9575
2321,4767
2322,10086
2323,10190
2324,7796
2325,5819
2326,4823
2327,8505
2328,9188
2329,11380
2330,4953
2331,6583
2332,7787
2333,6284
2334,9710
2335,9400
2336,10445
2337,12327
2338,11326
2339,6275
2340,4811
2341,6468
2342,10111
2343,4994
2344,6233
2345,5933
2346,18978
2347,9236
2348,6112
2349,7019
2350,8631
2351,9461
2352,6484
2353,15233
2354,8423
2355,5550
2356,5888
2357,5639
2358,6496
2359,25924
2360,5306
2361,6652
2362,9963
2363,7160
2364,7498
2365,10050
2366,6861
2367,9931
2368,5682
2369,11633
2370,6125
2371,7756
2372,10696
2373,8510
2374,12981
2375,7000
2376,4158
2377,8097
2378,13434
2379,4690
2380,8637
2381,9445
2382,8758
2383,13771
2384,9328
2385,8127
2386,6031
2387,4843
2388,6409
2389,8380
2390,8610
2391,4896
2392,6534
2393,5486
2394,10475
2395,5585
2396,7022
2397,7866
2398,10729
2399,10424
2400,8038
2401,9482
2402,9349
2403,13584
2404,7535
2405,4242
2406,10399
2407,7376
2408,7350
2409,20307
2410,10091
2411,6525
2412,12906
2413,6514
2414,5895
2415,19220
2416,11189
2417,6359
2418,9698
2419,9100
2420,12475
2421,6927
2422,6802
2423,9858
2424,10497
2425,8325
2426,5186
2427,8127
2428,9638
2429,6733
2430,9342
2431,5875
2432,6487
2433,8364
2434,8687
2435,6749
2436,6052
2437,7472
2438,9327
2439,11952
2440,6394
2441,8610
2442,8677
2443,7670
2444,7756
2445,4742
2446,4558
2447,8616
2448,9005
2449,8148
2450,9221
2451,10597
2452,6530
2453,6153
2454,4811
2455,8662
2456,7213
2457,6975
2458,10703
2459,8779
2460,5293
2461,7805
2462,4668
2463,4951
2464,7468
2465,17678
2466,8069
2467,7253
2468,6209
2469,6972
2470,9685
2471,7486
2472,10702
2473,4927
2474,4957
2475,8732
2476,6554
2477,5447
2478,6227
2479,6403
2480,5208
2481,11122
2482,7689
2483,9528
2484,6028
2485,8085
2486,6017
2487,8262
2488,12306
2489,7750
2490,10482
2491,5052
2492,11513
2493,7010
2494,6565
2495,13597
2496,9811
2497,8034
